,Year,Title_English,Episodes,Popularity,Aired,Aired On,Duration,Genres,Tags,Summary,Title_Korean,Also Known As,Content Rating,Score_Votes,Score,Ranked,Watchers
197,2023,My Perfect Stranger (2023),16,594,"May 1, 2023 - Jun 20, 2023","Monday, Tuesday",1 hr. 10 min.,"['Mystery', 'Romance', 'Drama', 'Sci-Fi']","['Murder', 'Time Travel', 'Investigation', '1980s', 'Death', 'Calm Male Lead', 'Smart Male Lead', 'Age Gap [Drama Life]', 'News Presenter Male Lead', 'Editor Female Lead']","Yun Hae Jun, the youngest anchor at his broadcasting station, and Baek Yun Yeong, a publishing company employee who once dreamed of being a writer, travel back in time to 1987. In the past, Yun Hae Jun investigates a serial murder case, while Baek Yun Yeong tries to stop her parents' marriage. They soon discover their goals are linked. (Source: MyDramaList)","어쩌다 마주친, 그대","Bumped Into You , Eojjeoda Majuchin, Geudae , I Met You by Chance , Run Into You , Te Conheci por Acaso , You, Whom I Met By Chance , Мій ідеальний незнайомець , Мы Встретились Случайно , الغريب المثالي",15+ - Teens 15 or older,14683,8.6,364,37158
198,2023,Black Knight (2023),6,516,"May 12, 2023",Friday,42 min.,"['Action', 'Adventure', 'Drama', 'Sci-Fi']","['Skilled Fighter', 'Found Family', 'Discrimination', 'Dystopia', 'Post Apocalyptic', 'Competition', 'Physically Strong Female Lead', 'Emotionally Strong Male Lead', 'Class Conflict', 'Graphic Violence']","In 2071, toxic air pollution had devastated the world, leaving only 1% of the population alive. People rarely leave their homes without gas masks, and delivery drivers known as knights protect and deliver packages. One legendary knight, Knight 5-8, meets a young refugee named Sa Wol who dreams of becoming a knight. With the help of Seol A, an officer in the Defense Intelligence Command, Knight 5-8 trains and mentors Sa Wol, helping him achieve his dream in a dangerous and harsh world. (Source: CK Warrior at MyDramaList) ~~ Adapted from the webtoon ""Black Knight” (택배기사) by Lee Yoon Kyun (이윤균).",택배기사,"Black Night , Cavalerul în Negru , Courier , Delivery Driver , Delivery Knight , Rytíř v černém , Taegbaegisa , Лицар у чорному , Чёрный рыцарь , الفارس الأسود",15+ - Teens 15 or older,20516,8.2,1765,41252
199,2023,Decoy: Part 2 (2023),6,6065,"Apr 7, 2023 - Apr 21, 2023",Friday,58 min.,"['Thriller', 'Mystery', 'Crime', 'Drama']","['Criminal Male Lead', 'Detective Male Lead', 'Financial Scandal', 'Fraud', 'Corruption', 'Investigation', 'Criminal Organization', 'Pyramid Scheme', 'Ill Female Lead', 'Former Lawyer Male Lead']","Nearly a decade after a massive financial fraud rocked South Korea, its mastermind, Noh Sang Cheon, was thought to have died in mysterious circumstances while fleeing to China. However, new evidence suggests he is still alive, and a series of killings appear to be linked to him. Police officer and former lawyer Goo Do Han, along with reporter Cheon Na Yeon, investigate the murders, uncovering a web of cover-ups and botched police work. As the stakes rise, the truth behind Noh Sang Cheon’s involvement in the deaths remains unclear. (Source: MyDramaList)",미끼 파트2,"Bait 2 , Bait Season 2 , Beomjoeui Yeondaegi 2 , Beomjoeui Yeondaegi Sijeun 2 , Chronicles of Crime 2 , Chronicles of Crime Season 2 , Decoy 2 , Decoy Season 2 , Isca: Parte 2 , Mikki 2 , Mikki Sijeun 2 , 미끼 시즌2 , 미끼2 , 범죄의 연대기 시즌2 , 범죄의 연대기2",Not Yet Rated,965,7.8,3991,2664
200,2023,Can Noise Become ASMR? (2023),6,99999,"Apr 1, 2023 - May 6, 2023",Saturday,15 min.,"['Comedy', 'Romance']","['Short Length Series', 'Miniseries', 'Web Series']",Suo suffers from noise as soon as she starts living alone but is that person the culprit? (Source: Korean = gonegone_studio YouTube || Translation = MyDramaList),소음도 ASMR이 되나요?,Soeumdo ASMRi Doenayo?,Not Yet Rated,0,0.0,99999,9
201,2023,Between Space (2023),3,99999,"Jun 29, 2023 - Aug 10, 2023",,5 min.,"['Comedy', 'Romance', 'Drama']","['Short Length Series', 'Miniseries', 'Web Series']",,우주사이,Ujusai,Not Yet Rated,0,0.0,99999,8
202,2023,Doctor Cha (2023),16,619,"Apr 15, 2023 - Jun 4, 2023","Saturday, Sunday",60 min.,"['Life', 'Drama', 'Family', 'Medical']","['Starting Over', 'Hospital Setting', 'Rivals To Enemies', ""Unhealthy Mains' Relationship"", 'Extramarital Affair', 'Loveless Marriage', 'Family Relationship', 'Second Chance', 'Mean Male Lead', 'Rivalry']","Cha Jung Sook is married to Seo In Ho, who works as a chief surgeon at a university hospital. He has a strict, sensitive, and thoroughgoing personality. Cha Jung Sook has been a full-time housewife for 20 years, giving up her career as a doctor during her medical resident years. After all those years, she decides to restart her medical resident course. (Source: AsianWiki)",닥터 차정숙,"Dakteo Cha Jeong Suk , Doctor Cha Jeong Suk , Doctor Cha Jung Sook , Dr. Cha Jung Sook",15+ - Teens 15 or older,19664,8.1,2226,35883
203,2023,"Poong, the Joseon Psychiatrist Season 2 (2023)",10,3089,"Jan 11, 2023 - Feb 9, 2023","Wednesday, Thursday",1 hr. 15 min.,"['Historical', 'Mystery', 'Romance', 'Medical']","['Doctor Female Lead', 'Doctor Male Lead', 'Traditional Medicine', 'Found Family', 'Historical Fiction', 'Slow Romance', 'Joseon Dynasty', 'Investigation', 'Slight Comedy', 'Mental Illness']","Once a royal physician, Yoo Se Poong was ousted from the palace after his involvement in a conspiracy surrounding the royal family. With nowhere else to go, Se Poong eventually found himself in the strange yet beautiful village of Gyesu. It was there he met Seo Eun Woo and Gye Ji Han and his life was changed forever. With the help of his new friends, Se Poong began to grow as both a physician and a human. Learning how to not only treat the body but also the heart and minds of his patients, Se Poong successfully fulfilled his mission to become a true doctor. Or so he thought. With new patients and new challenges before him, Se Poong must once again set out on a quest to better both himself and the lives of those around him. Using his unorthodox methods to treat his patients, both mentally and physically, will Se Poong’s new adventures lead him to an even deeper understanding of both the heart and the mind? (Source: Viki) ~~ Adapted from the novel ""Joseon Psychiatrist Yoo Se Pung"" (조선 정신과 의사 유세풍) by Lee Eun So (이은소).",조선 정신과 의사 유세풍 시즌 2,"Poong, el psiquiatra de Joseon Temporada 2 , Poong, o psiquiatra Joseon 2 , Poong, the Joseon Psychiatrist 2 , Poong, the Joseon Psychiatrist ซีซั่น 2 , بونغ، طبيب جوسون النفسي الموسم الثاني",Not Yet Rated,2455,8.0,2755,7218
204,2023,Mukeo Bar (2023),5,99999,"Mar 20, 2023 - Apr 17, 2023",Monday,8 min.,"['Comedy', 'Life']","['Restaurant Setting', 'Restaurant Management', 'Short Length Series', 'Miniseries', 'Web Series']","""Mukeo Bar"" is a sitcom webdrama about a group of normal adults in their mid-30s running a restaurant. It comedically shows the lives of normal adults. (Source: MyDramaList)",먹어BAR,Eat Bar,Not Yet Rated,4,7.6,99999,78
205,2023,The Elegant Empire (2023),105,6727,"Aug 7, 2023 - Jan 19, 2024","Monday, Tuesday, Wednesday, Thursday, Friday",40 min.,"['Romance', 'Drama']","['Married Female Lead', 'Married Male Lead', 'Secret', 'Entertainment Industry', 'Revenge', 'Rich Male Lead', 'Difficult Adulthood', 'Chairman Male Lead', 'Actor Male Lead', 'Family Separation']","Gi Yun is a clever and good-looking chairman of WJ Entertainment. He is a rich romanticist of the century who seems perfect on the outside, but he is also an ambitious man with a dark secret that he cannot tell others. His wife, Sin Ju Gyeong, was able to rise from poverty by marrying Gi Yun, just like Cinderella from the fairytale. She is a perfect mother and a lovely wife with a great career until an unexpected incident steals everything away from her. Jung U Hyeok, a rookie actor at NA Entertainment who continues his acting career after overcoming the misery of his incompetent agency, misses his mentor, Ju Gyeong, who suddenly disappeared. At the moment, Seo Hui Jae, who looks just like Ju Gyeong, walks into NA Entertainment. U Hyeok gets confused when he sees Hee Jae, and she intentionally approaches Gi Yun. Who destroyed her life, and how will she get back the perfect life she lost? (Source: Kocowa+)",우아한 제국,"Uahan Jeguk , Elegant Empire",15+ - Teens 15 or older,296,6.7,12133,2250
206,2023,Rinza Noodle House (2023),11,23255,"Apr 5, 2023 - May 31, 2023",Wednesday,,"['Romance', 'Fantasy']",['Web Series'],"Rinza Noodle House is an out-of-body fantasy romance in which Da Na, a person with the ability to leave her body, travels between the world of the living and the world of the dead to protect her father's legacy and keep the Rinza Noodle House from going out of business. (Source: Korean = joynews24.com || Translation = MyDramaList)",린자면옥,Rinjamyeonok,13+ - Teens 13 or older,6,5.2,39025,210
207,2023,Sweet Home Season 2 (2023),8,255,"Dec 1, 2023",Friday,1 hr. 11 min.,"['Action', 'Horror', 'Drama', 'Sci-Fi']","['Survival', 'Apocalypse', 'Supernatural', 'Dystopia', 'Death', 'Monster', 'Gore', 'Psychological', 'Supernatural Phenomena', 'Mutant']","Residents of Green Home Apartments, including Cha Hyun Soo, fight against monsters to leave their base and venture out into the world. At a baseball stadium, survivors from all over begin to live together. They are threatened by the monsters outside and also by the monstrous desires of the people among them. (Source: AsianWiki) ~~ Adapted from the webtoon “Sweet Home” (스위트홈) by Kim Carnby (김칸비) and Hwang Young Chan (황영찬).",스위트홈 시즌2,"Seuwiteuhom 2 , Seuwiteuhom Sijeun 2 , Sweet Home 2 , 스위트홈2",18+ Restricted (violence & profanity),37557,8.0,2620,64150
208,2023,Our Game: LG Twins (2023),8,99999,"Mar 30, 2023 - Apr 27, 2023",,45 min.,"['Sports', 'Documentary']","['Miniseries', 'Baseball']","""Our Game"" is a sports documentary, which records the baseball team LG Twins during their 2022 season. (Source: MyDramaList)",아워게임 : LG트윈스,Awogeim: LG Teuwonseu,G - All Ages,0,0.0,99999,12
209,2023,My Lovely Boxer (2023),12,2039,"Aug 21, 2023 - Oct 2, 2023","Monday, Tuesday",1 hr. 10 min.,"['Romance', 'Youth', 'Drama', 'Sports']","['Boxer Female Lead', 'Boxing', 'Age Gap [Real Life]', 'Age Gap [Drama Life]', 'Competition', 'Selfish Parent', 'Cruel Male Lead', ""Bickering Mains' Relationship"", 'Former Athlete Supporting Character', 'Former Athlete Female Lead']","Kim Tae Young is a cold-blooded sports agent. He draws talented players into the sports field and makes as much money from them in a short period of time, before they burn out. One of his clients is Kim Hee Won. He is an excellent baseball pitcher and, unlike his other clients, he also means something to Kim Tae Young. For Kim Hee Won, who is in a difficult situation, Kim Tae Young receives a task to bring female boxer Lee Kwon Sook back to the boxing ring. 3 years ago, Lee Kwon Sook emerged as an elite boxer at the age of 17. She was undefeated in all of her matches and she brought popularity to the sport. Suddenly, Lee Kwon Sook disappeared. For Kim Hee Won, Kim Tae Young approaches Lee Kwon Sook, who has started a new life away from boxing. (Source: AsianWiki) ~~ Adapted from the novel ""Sunjeongbokseo Ikwonsuk"" (순정복서 이권숙) by Choo Jong Nam (추종남).",순정복서,"Minha Adorável Boxeadora , My Lovely Boxer, Kwonsook , Pure Boxer , Pure Boxer Lee Kwon Suk , Sunjeongbokseo , Sunjeongbokseo Ikwonsuk , Невинный боксер , 純情拳擊手 , 순정복서 이권숙",15+ - Teens 15 or older,3528,7.8,3958,11898
210,2023,Strong Underdog (2023),6,10359,"Apr 17, 2023 - May 27, 2023",,22 min.,"['Action', 'Comedy', 'Youth']","['Bully Male Lead', 'Bullied Male Lead', 'Slight Romance', 'Mixed Martial Arts', 'Miniseries', 'High School', 'Nice Male Lead', 'School Bullying', 'Mentor-Mentee Relationship', 'Transfer Student Supporting Character']","Jung Woo, a bullied high school student, struggles to endure daily torment. When Jae Seong organizes a fighting tournament for the school's weakest students, Jung Woo becomes an unwilling participant. Determined to survive, he trains at the gym, drawing strength and inspiration from Min Ah, a new transfer student. (Source: MyDramaList)","셔틀, 최강의 셔틀","Syeoteul, Choegangui Syeoteul , 셔틀: 최강의 셔틀",13+ - Teens 13 or older,333,7.2,9745,1056
211,2023,Pandora: Beneath the Paradise (2023),16,2616,"Mar 11, 2023 - Apr 30, 2023","Saturday, Sunday",1 hr. 2 min.,"['Action', 'Thriller', 'Drama', 'Melodrama']","['Physically Strong Female Lead', 'Dishonest Male Lead', 'Evil Step-Parent', 'Evil Parent', 'Broadcasting Industry', 'Mistaken To Be Betrayed', 'Protective Female Lead', 'Married Supporting Character', 'Married Female Lead', 'Married Male Lead']","To protect her family, Hong Tae Ra must become the First Lady of Korea. She leads a perfect life with her husband, Pyo Jae Hyun, and their daughter, but she has no memory of her past. When she regains her memory, she uncovers a dark history that shatters her life. Now, she must seek revenge on those who wronged her. Pyo Jae Hyun, a brilliant developer of neural smart patch technology, is admired for his leadership and sensible personality. As whispers of his potential presidential candidacy grow, his life becomes intertwined with the political world. (Source: MyDramaList)",판도라: 조작된 낙원,"First Lady , Lady , Pandora: A Fabricated Paradise , Pandora: Al di là del Paradiso , Pandora: Além do Paraíso , Pandora: Jojakdoen Nakwon , Pandora: Poza granicą raju , Peoseuteureidi , Reidi , 레이디 , 퍼스트레이디",15+ - Teens 15 or older,2312,7.4,7854,8876
212,2023,Han River Police (2023),6,3343,"Sep 13, 2023 - Sep 27, 2023",Wednesday,55 min.,"['Action', 'Thriller', 'Mystery', 'Comedy']","['Maritime Police Officer Supporting Character', 'Maritime Police Officer Female Lead', 'Maritime Police Officer Male Lead', 'Police Captain Male Lead', 'Sergeant Supporting Character', 'Police Officer Male Lead', 'Rescue Mission', 'Age Gap [Drama Life]', 'Age Gap [Real Life]', 'Easy-going Male Lead']","Stuck together on patrol of Seoul’s Han River, the two officers are faced with emergency situations ranging from terrorism to everyday accidents and other incidents requiring emergency assistance, a premise that suggests all of the action, humor and offbeat crime-solving of the classic buddy cop genre. (Source: laughingplace.com)",한강,"Han River , Hangang , Patrulha do Rio Han",15+ - Teens 15 or older,2096,7.3,8522,6484
